caseid,weight,fin_cf,rate_econ,have_house,thi_dis,edu,race,worse_fin_cf,higher_thi_dis
611,11402.994,3,3,2,3,3,1,0,0
612,14140.936,1,2,2,2,4,1,1,1
613,16024.545,2,3,2,1,2,1,1,1
614,30998.709,1,1,1,3,3,1,1,0
615,17327.26,2,1,1,3,1,1,1,0
616,13150.606,3,3,2,3,3,1,0,0
617,16098.93,1,1,2,3,2,1,1,0
618,17011.762,2,1,2,5,3,1,1,0
619,33709.309,2,1,2,2,3,3,1,1
620,23903.953,3,3,2,3,1,3,0,0
621,13095.626,1,1,2,3,3,1,1,0
622,10965.495,4,2,2,3,4,1,0,0
623,26509.771,3,2,2,3,1,1,0,0
624,39421.277,2,2,1,4,2,3,1,0
625,13289.896,2,1,1,3,4,1,1,0
626,17709.318,3,1,3,3,2,1,0,0
627,45621.668,3,1,3,3,2,3,0,0
628,5528.8394,3,1,2,3,3,5,0,0
629,20322.434,3,2,2,4,4,2,0,0
631,16093.493,4,3,2,3,4,1,0,0
632,17127.887,2,2,1,2,4,4,1,1
633,13186.499,2,1,1,2,4,2,1,1
634,14305.094,3,1,2,3,3,1,0,0
635,24347.811,3,3,1,3,3,1,0,0
636,16302.766,2,2,1,2,4,1,1,1
637,15483.233,2,2,2,3,2,1,1,0
638,16733.457,2,2,2,3,4,1,1,0
639,24619.387,2,2,1,3,2,1,1,0
640,20174.898,3,1,2,3,4,1,0,0
641,10398.351,1,1,1,3,4,1,1,0
642,15092.051,3,2,1,2,4,1,0,1
643,11256.446,3,3,2,3,4,4,0,0
644,16258.698,3,1,1,2,2,1,0,1
645,10963.122,1,1,1,3,4,3,1,0
646,34128.098,2,1,4,2,3,2,1,1
647,12113.604,3,4,3,2,3,1,0,1
648,20728.094,1,1,2,3,1,1,1,0
649,4787.5225,3,2,3,3,4,1,0,0
650,13431.195,2,2,1,3,4,1,1,0
651,17404.033,4,2,2,3,2,1,0,0
652,16541.23,3,1,2,3,3,1,0,0
653,29053.539,5,3,1,3,4,2,0,0
654,16302.766,1,1,1,3,4,1,1,0
655,19162.307,2,1,3,3,4,5,1,0
656,13289.896,3,1,2,3,4,1,0,0
657,16131.898,3,1,1,3,3,1,0,0
658,20850.799,4,2,1,3,4,1,0,0
659,24240.441,2,2,2,1,4,4,1,1
660,23370.154,2,2,2,3,2,1,1,0
661,15280.206,2,2,2,2,2,1,1,1
662,25043.414,3,1,2,2,3,1,0,1
663,9731.6924,1,1,3,3,4,1,1,0
664,20271.152,2,2,2,3,2,1,1,0
665,21722.529,2,2,3,1,3,1,1,1
666,23922.635,4,4,3,2,4,1,0,1
667,24037.744,2,2,1,2,3,1,1,1
668,12517.644,2,1,1,3,4,1,1,0
669,30850.266,4,2,1,1,4,1,0,1
670,5356.1704,3,2,2,2,3,5,0,1
671,15209.604,2,1,2,3,2,1,1,0
672,22386.393,3,2,2,3,2,1,0,0
673,16524.17,1,1,2,3,3,1,1,0
674,14140.936,3,3,1,3,4,1,0,0
675,16142.563,2,1,2,3,4,1,1,0
676,20174.898,3,4,2,3,4,1,0,0
677,12233.822,3,2,1,3,3,1,0,0
678,22877.555,3,3,3,4,3,3,0,0
679,24193.258,3,1,1,5,3,1,0,0
680,13855.225,3,1,1,3,3,1,0,0
681,23443.414,2,1,3,3,2,1,1,0
682,13468.873,3,2,1,3,4,1,0,0
683,26228.611,3,1,2,2,1,1,0,1
684,24377.459,3,2,2,3,2,1,0,0
685,8441.2197,3,2,2,3,4,1,0,0
686,13090.769,3,2,2,3,4,1,0,0
687,22386.393,3,2,1,3,2,1,0,0
688,13613.604,2,2,2,3,3,1,1,0
689,20929.551,3,2,2,3,2,1,0,0
690,11611.085,3,2,2,3,2,1,0,0
691,20220.949,4,2,1,2,4,1,0,1
692,34784.566,1,1,1,3,3,5,1,0
693,22142.684,2,1,2,3,2,1,1,0
694,19240.246,3,2,1,3,2,1,0,0
695,20450.977,2,1,3,3,3,1,1,0
696,34139.898,3,1,3,2,1,1,0,1
697,27999.424,4,3,3,2,1,2,0,1
698,9870.8711,3,1,1,3,2,1,0,0
699,18413.535,2,1,3,3,2,1,1,0
700,13992.727,3,2,2,1,3,1,0,1
701,13289.896,2,1,2,2,4,1,1,1
702,20250.246,2,1,1,3,2,1,1,0
703,22649.115,4,1,1,3,2,1,0,0
704,15051.257,1,1,2,3,2,1,1,0
705,18951.963,3,2,2,3,2,1,0,0
706,26646.709,2,2,1,2,2,1,1,1
707,11650.325,4,1,1,3,3,1,0,0
708,12575.919,3,1,2,3,3,1,0,0
709,20308.889,5,1,2,3,3,1,0,0
710,13090.769,3,2,2,3,4,1,0,0
711,6458.2427,3,2,2,2,3,5,0,1
712,19186.848,3,3,1,2,3,2,0,1
713,18413.535,3,3,2,3,2,1,0,0
714,20481.783,3,2,1,2,4,1,0,1
715,30155.299,3,2,1,3,2,1,0,0
716,16302.766,3,2,1,3,4,1,0,0
717,16258.698,3,2,3,3,2,1,0,0
718,28104.223,2,1,2,3,2,1,1,0
719,13090.769,3,3,3,3,4,1,0,0
720,25685.914,4,2,1,3,4,1,0,0
721,13289.896,2,2,2,3,4,1,1,0
722,12868.103,3,1,2,1,4,1,0,1
723,20985.109,2,2,2,3,3,1,1,0
724,10512.388,2,2,1,3,4,1,1,0
725,13992.727,2,1,1,3,3,1,1,0
726,12233.822,4,1,2,3,3,1,0,0
727,13854.684,2,1,1,3,3,1,1,0
728,7812.2905,3,1,1,3,3,5,0,0
729,21938.109,2,1,1,3,3,1,1,0
730,36673.391,5,1,1,4,3,1,0,0
731,13289.896,3,2,2,3,4,1,0,0
732,12953.565,3,2,2,1,3,1,0,1
733,8441.2197,2,2,2,3,4,1,1,0
734,20607.18,4,1,2,3,3,1,0,0
735,20617.813,2,1,1,3,3,1,1,0
736,11363.513,2,1,2,3,1,1,1,0
737,21359.971,3,2,2,3,4,3,0,0
738,23106.484,3,3,1,3,1,1,0,0
739,22386.393,3,2,1,3,2,1,0,0
740,21793.367,3,2,1,3,4,1,0,0
741,10880.004,4,1,4,3,4,1,0,0
742,18932.197,4,2,1,2,3,1,0,1
743,16792.42,3,2,2,2,3,2,0,1
744,23235.17,3,2,1,3,2,2,0,0
745,19990.818,1,2,4,3,2,1,1,0
746,11126.108,3,2,2,3,4,1,0,0
747,21793.367,2,1,2,3,4,1,1,0
748,16258.698,2,2,2,3,2,1,1,0
749,10912.298,2,1,1,3,2,1,1,0
750,14379.058,2,3,3,3,3,2,1,0
751,20089.383,2,2,1,3,3,1,1,0
752,22761.08,3,2,3,2,4,1,0,1
753,21793.367,2,2,1,3,4,1,1,0
754,29390.984,1,1,2,3,2,1,1,0
755,33001.109,3,2,1,2,4,1,0,1
756,19172.324,1,1,1,3,4,1,1,0
757,13183.911,3,2,2,3,4,3,0,0
758,15092.051,3,1,1,3,4,1,0,0
759,15882.463,3,2,1,2,4,1,0,1
760,43767.07,3,1,1,3,2,1,0,0
761,26275.279,2,2,2,3,2,1,1,0
762,12517.644,5,3,1,3,4,1,0,0
763,18393.447,4,3,2,3,3,1,0,0
764,20273.41,2,1,3,3,2,1,1,0
765,22901.174,2,2,1,2,3,3,1,1
766,8441.2197,1,1,1,3,4,1,1,0
767,16098.93,2,2,1,3,2,1,1,0
768,13303.576,3,2,1,3,3,3,0,0
769,20174.898,2,1,2,3,4,1,1,0
770,16258.698,4,2,2,3,2,1,0,0
771,15529.7,1,1,4,2,3,1,1,1
772,28561.408,2,1,2,2,1,1,1,1
773,38232.254,3,2,1,3,3,4,0,0
774,11057.29,2,3,2,3,2,1,1,0
775,16639.242,3,4,1,2,2,1,0,1
776,25685.914,3,2,1,2,4,1,0,1
777,17385.971,3,3,2,2,3,3,0,1
778,13294.827,2,1,1,3,3,1,1,0
779,22513.371,1,1,1,3,1,1,1,0
780,17337.656,3,2,1,3,3,2,0,0
781,21579.211,3,2,1,3,4,1,0,0
782,26790.287,3,2,1,2,2,2,0,1
783,16302.766,3,3,1,3,4,1,0,0
784,14305.094,2,2,1,3,3,1,1,0
785,15051.257,1,1,2,3,2,1,1,0
786,16899.182,2,2,1,2,4,2,1,1
787,51771.488,2,2,2,1,2,3,1,1
788,48089.883,3,1,3,1,2,3,0,1
789,15564.477,2,1,2,3,3,1,1,0
790,17339.936,2,2,2,3,2,1,1,0
791,24037.744,3,2,1,3,3,1,0,0
792,17704.762,2,1,2,3,2,1,1,0
793,15751.317,3,3,2,3,2,5,0,0
794,16860.326,3,1,2,5,2,1,0,0
795,14001.978,3,3,1,3,4,1,0,0
796,11421.699,3,1,2,2,4,1,0,1
797,16524.17,2,2,2,2,3,1,1,1
798,12953.565,4,2,2,3,3,1,0,0
799,21304.402,3,2,1,3,4,1,0,0
800,19677.145,2,2,1,3,4,1,1,0
801,8349.6504,4,2,1,3,4,1,0,0
802,15346.347,2,1,1,3,4,1,1,0
803,28438.139,3,2,1,3,3,1,0,0
804,15483.233,2,3,1,3,2,1,1,0
805,10870.799,3,3,1,2,4,1,0,1
806,14052.851,2,1,2,3,4,1,1,0
807,19483.783,4,1,1,2,4,1,0,1
808,20383.635,2,2,2,2,3,1,1,1
809,13090.769,5,3,1,2,4,1,0,1
810,17147.053,2,2,3,1,4,1,1,1
811,10151.149,3,2,2,3,4,1,0,0
812,12641.871,4,2,4,3,4,1,0,0
813,16258.698,2,1,1,3,2,1,1,0
814,24619.387,3,2,2,3,2,1,0,0
815,15555.964,3,2,3,3,3,3,0,0
816,26275.279,2,1,1,3,2,1,1,0
817,17477.102,3,2,4,3,2,1,0,0
818,20174.898,3,3,1,2,4,1,0,1
819,19379.588,4,2,1,4,3,2,0,0
820,14001.978,3,1,2,3,4,1,0,0
821,19799.367,4,1,1,2,4,2,0,1
822,9019.4756,2,1,2,3,4,1,1,0
823,39421.277,3,2,2,4,2,3,0,0
824,22926.031,2,2,3,1,1,1,1,1
825,14140.936,4,2,2,2,4,1,0,1
826,13992.727,3,2,2,2,3,1,0,1
827,19475.576,2,1,1,3,3,1,1,0
828,27746.488,3,1,2,3,4,1,0,0
829,15297.014,3,2,3,5,3,1,0,0
830,14715.715,3,1,3,3,2,1,0,0
831,23897.48,3,1,3,3,4,2,0,0
832,19697.461,3,1,3,2,4,1,0,1
833,14140.936,3,2,1,3,4,1,0,0
834,22386.393,3,2,4,2,2,1,0,1
835,20617.813,1,1,2,3,3,1,1,0
836,5516.4595,4,1,1,3,4,5,0,0
837,15464.774,2,1,1,2,3,1,1,1
838,23056.043,3,1,3,2,4,1,0,1
839,8476.6592,3,1,2,2,4,1,0,1
840,26314.631,4,3,1,3,2,2,0,0
841,10305.562,3,3,1,2,4,1,0,1
842,18018.959,4,2,1,3,2,1,0,0
843,13325.338,3,3,1,3,3,1,0,0
844,10512.388,2,2,1,2,4,1,1,1
845,25495.918,3,3,2,2,1,1,0,1
846,14001.978,3,2,1,3,4,1,0,0
847,10953.965,5,3,2,3,4,2,0,0
848,8476.6592,2,2,1,2,4,1,1,1
849,16142.563,3,3,2,3,4,1,0,0
850,65437.18,3,3,3,2,2,4,0,1
851,21344.289,3,2,1,3,4,1,0,0
852,12517.644,3,2,1,2,4,1,0,1
853,12233.822,3,2,3,3,3,1,0,0
854,21112.18,3,2,1,3,3,1,0,0
855,13663.575,2,3,2,3,4,2,1,0
856,18213.076,2,3,2,3,2,1,1,0
857,20481.783,3,2,1,1,4,1,0,1
858,21839.971,2,1,2,2,2,1,1,1
859,7300.0884,3,2,2,2,4,1,0,1
860,21793.367,3,1,2,3,4,1,0,0
861,17709.318,3,2,2,3,2,1,0,0
862,23885.014,3,2,1,2,4,1,0,1
863,18597.457,3,2,1,3,3,1,0,0
864,17385.971,3,2,1,3,3,3,0,0
865,20753.924,2,2,1,3,4,1,1,0
866,9731.6924,3,2,1,1,4,1,0,1
867,19571.916,3,2,2,3,3,2,0,0
868,11421.699,1,1,3,1,4,1,1,1
869,16258.698,2,2,2,3,2,1,1,0
870,8569.6221,2,2,1,3,4,1,1,0
871,11327.761,2,2,2,2,4,1,1,1
872,17959.707,3,2,3,5,2,2,0,0
873,31436.801,3,1,2,1,2,1,0,1
874,26423.109,3,3,1,3,4,1,0,0
875,13289.896,2,2,2,3,4,1,1,0
876,3666.6387,3,2,1,3,4,5,0,0
877,13763.813,3,2,2,3,4,1,0,0
878,26867.234,2,1,2,3,2,2,1,0
879,14001.978,4,2,2,3,4,1,0,0
880,14861.757,2,1,3,3,2,1,1,0
881,17477.102,2,2,1,3,2,1,1,0
882,16389.93,3,2,2,3,2,1,0,0
883,14140.936,3,2,2,3,4,1,0,0
884,12153.106,2,2,2,3,4,1,1,0
885,15644.491,2,2,1,2,4,1,1,1
886,10870.799,2,1,1,3,4,1,1,0
887,24490.857,1,1,2,1,3,2,1,1
888,27194.705,3,1,1,2,4,3,0,1
889,20220.949,2,2,2,2,4,1,1,1
890,13577.597,3,1,2,2,3,1,0,1
891,26351.703,3,2,3,5,2,1,0,0
892,28501.506,3,1,1,3,2,1,0,0
893,3666.6387,3,2,1,3,4,5,0,0
894,8833.6191,4,2,1,2,4,1,0,1
896,16142.563,4,2,1,3,4,1,0,0
897,16329.075,3,2,3,3,4,1,0,0
898,26430.902,3,1,3,4,1,1,0,0
899,15051.257,4,2,2,3,2,1,0,0
900,34227.09,2,2,2,2,4,1,1,1
901,19158.898,3,1,2,3,4,4,0,0
902,14001.978,3,2,1,2,4,1,0,1
903,17516.166,3,2,3,3,3,1,0,0
904,15882.463,3,3,2,3,4,1,0,0
905,28993.613,3,1,1,3,4,1,0,0
906,34363.191,3,2,1,2,2,1,0,1
907,20481.783,3,2,2,3,4,1,0,0
908,19284.402,3,1,1,3,2,1,0,0
909,25053.096,3,2,3,3,2,2,0,0
910,12868.103,2,1,2,2,4,1,1,1
911,15051.257,4,2,2,3,2,1,0,0
912,13237.421,1,1,2,3,4,1,1,0
913,15216.283,3,1,4,3,3,3,0,0
914,20174.898,2,3,1,2,4,1,1,1
915,19454.178,3,2,1,5,2,1,0,0
916,13289.896,1,1,1,3,4,1,1,0
917,16302.766,3,1,1,3,4,1,0,0
918,14140.936,3,3,2,1,4,1,0,1
919,16142.563,2,2,3,3,4,1,1,0
920,38756.684,3,3,4,2,2,3,0,1
921,10305.562,2,2,2,2,4,1,1,1
922,19419.75,3,2,1,3,3,1,0,0
923,4850.6724,1,1,2,1,3,5,1,1
924,19497.338,4,2,1,3,4,3,0,0
925,7885.7158,2,2,2,3,4,1,1,0
926,20831.213,3,1,2,3,3,1,0,0
927,17704.762,3,2,1,2,2,1,0,1
928,24037.744,2,1,2,3,3,1,1,0
929,21072.471,3,1,1,3,4,1,0,0
930,18895.58,3,3,3,3,2,1,0,0
931,15051.257,3,2,2,3,2,1,0,0
932,13577.597,2,1,1,3,3,1,1,0
933,22146.035,2,1,3,3,4,1,1,0
934,9118.3916,3,2,1,3,4,1,0,0
935,19158.898,4,3,2,1,4,4,0,1
936,10857.74,1,1,2,3,4,1,1,0
937,17530.783,2,2,2,3,2,1,1,0
938,18951.963,2,1,2,3,2,1,1,0
939,16562.852,3,2,2,3,4,1,0,0
940,22181.646,2,1,3,3,2,1,1,0
941,25873.75,3,2,4,3,4,2,0,0
942,16302.766,3,3,1,3,4,1,0,0
943,15005.883,3,2,1,4,4,4,0,0
944,21788.65,4,2,3,3,3,2,0,0
946,21793.367,2,3,2,3,4,1,1,0
947,26603.219,3,3,1,3,2,2,0,0
948,13289.896,2,1,1,2,4,1,1,1
949,15321.62,3,3,1,3,4,1,0,0
950,21793.367,3,2,2,2,4,1,0,1
951,26076.629,4,2,3,2,4,1,0,1
952,26076.629,3,2,2,3,4,1,0,0
953,16705.389,3,2,1,3,3,1,0,0
954,8349.6504,2,1,2,3,4,1,1,0
955,13652.056,4,2,1,3,4,3,0,0
956,21037.947,5,3,1,3,3,1,0,0
957,9969.6221,3,2,2,3,3,1,0,0
958,6529.0693,1,1,3,3,3,5,1,0
959,37592.434,3,2,1,1,4,4,0,1
960,19240.246,3,2,2,2,2,1,0,1
961,30631.25,2,2,3,3,1,2,1,0
962,25685.914,2,2,1,3,4,1,1,0
963,22386.393,3,1,4,3,2,1,0,0
964,13900.407,3,3,2,2,4,1,0,1
965,17891.557,1,1,1,3,4,1,1,0
966,32983.762,3,2,1,3,3,1,0,0
967,6248.667,3,1,1,5,3,5,0,0
968,33949.867,1,1,3,5,3,1,1,0
969,41031.773,3,3,1,3,2,3,0,0
970,22224.633,3,2,1,2,3,1,0,1
971,19454.178,2,1,3,5,2,1,1,0
972,13294.827,3,1,2,3,3,1,0,0
973,17337.656,3,2,3,3,3,2,0,0
974,23502.295,3,3,1,3,4,4,0,0
975,27746.488,2,2,1,3,4,1,1,0
976,24377.459,3,2,2,2,2,1,0,1
977,16142.563,3,3,1,1,4,1,0,1
978,16302.766,3,2,1,3,4,1,0,0
979,10965.495,2,1,2,3,4,1,1,0
980,10021.02,3,2,3,3,2,1,0,0
981,16024.545,3,1,3,3,2,1,0,0
982,8930.8447,2,2,2,1,4,1,1,1
983,18800.219,4,2,2,3,2,1,0,0
984,13289.896,3,3,3,2,4,1,0,1
985,25590.492,4,2,3,2,4,1,0,1
986,23065.793,3,1,3,2,3,2,0,1
987,16258.698,2,2,2,3,2,1,1,0
988,20699.957,2,1,2,2,2,1,1,1
989,13374.158,3,1,1,3,3,1,0,0
990,17477.102,3,1,1,3,2,1,0,0
991,5306.6152,2,2,1,3,3,5,1,0
992,15297.014,3,3,1,3,3,1,0,0
993,21164.209,2,1,3,3,1,1,1,0
994,10965.495,2,2,1,2,4,1,1,1
995,31436.801,3,1,1,3,2,1,0,0
996,21941.021,2,1,2,3,2,1,1,0
997,15297.014,3,2,2,3,3,1,0,0
998,15987.947,4,1,2,2,3,1,0,1
999,8441.2197,3,3,2,1,4,1,0,1
1000,25178.811,3,1,3,2,2,1,0,1
1001,16361.793,1,1,3,3,3,1,1,0
1002,11773.241,3,2,1,3,3,1,0,0
1003,22789.33,3,1,1,3,2,1,0,0
1004,13577.597,2,2,1,3,3,1,1,0
1005,21057.727,3,2,1,2,4,1,0,1
1006,14981.713,3,1,1,3,2,1,0,0
1007,26575.781,3,2,3,5,2,2,0,0
1008,16733.457,3,2,2,1,4,1,0,1
1009,24619.387,1,1,1,3,2,1,1,0
1010,20051.252,1,2,1,3,2,1,1,0
1011,16389.93,3,3,3,3,2,1,0,0
1012,13854.684,1,1,2,3,3,1,1,0
1013,14322.788,3,3,4,3,3,2,0,0
1014,10305.562,2,1,2,2,4,1,1,1
1015,14140.936,3,1,1,3,4,1,0,0
1016,13090.769,2,2,2,2,4,1,1,1
1017,18596.275,3,2,2,2,2,1,0,1
1018,26143.162,3,1,1,3,1,1,0,0
1019,20254.25,3,2,1,3,3,1,0,0
1020,18746.375,2,2,2,3,2,1,1,0
1021,34884.406,3,1,3,1,1,1,0,1
1022,10739.538,3,2,3,3,4,1,0,0
1023,25652.383,3,2,2,3,3,1,0,0
1024,10857.74,3,1,3,3,4,1,0,0
1025,20481.783,3,2,2,3,4,1,0,0
1026,29155.656,3,2,2,2,2,1,0,1
1027,20110.518,3,1,1,3,4,1,0,0
1028,19612.475,4,1,1,3,3,1,0,0
1029,25652.383,2,2,2,3,3,1,1,0
1030,18597.457,3,2,1,3,3,1,0,0
1031,25301.729,3,3,2,2,2,2,0,1
1032,14861.757,3,3,2,3,2,1,0,0
1033,8441.2197,2,1,2,3,4,1,1,0
1034,14140.936,3,3,2,2,4,1,0,1
1035,8569.6221,2,1,1,3,4,1,1,0
1036,14140.936,3,2,2,3,4,1,0,0
1037,16098.93,3,1,2,2,2,1,0,1
1038,9118.3916,3,2,2,3,4,1,0,0
1039,15092.051,3,2,2,1,4,1,0,1
1040,17443.76,3,2,2,2,4,1,0,1
1041,15848.012,1,1,4,2,3,2,1,1
1042,30065.248,1,1,4,3,2,2,1,0
1043,23413.66,2,1,1,3,3,1,1,0
1044,20089.383,3,3,1,3,3,1,0,0
1045,16871.254,3,1,2,3,4,4,0,0
1046,20824.313,2,1,2,2,1,1,1,1
1047,35648.523,3,2,3,2,4,1,0,1
1049,15692.278,2,1,1,2,3,2,1,1
1050,15529.7,2,2,1,2,3,1,1,1
1051,27473.832,1,2,2,3,4,1,1,0
1052,16098.93,2,2,2,3,2,1,1,0
1053,25577.039,1,1,1,3,3,1,1,0
1054,11325.285,4,2,1,2,3,1,0,1
1055,19830.359,3,2,1,3,3,2,0,0
1056,14140.936,3,3,2,1,4,1,0,1
1057,10151.149,1,1,2,3,4,1,1,0
1058,15297.014,1,1,1,3,3,1,1,0
1059,21612.271,3,3,2,3,2,1,0,0
1060,11072.808,3,2,2,1,3,1,0,1
1061,26275.279,3,3,1,3,2,1,0,0
1062,14001.978,2,1,2,1,4,1,1,1
1063,13374.158,3,2,3,2,3,1,0,1
1064,30998.709,4,2,1,3,3,1,0,0
1065,12038.912,1,1,1,3,4,1,1,0
1066,17404.033,2,3,2,3,2,1,1,0
1067,16899.523,3,2,1,2,4,1,0,1
1068,21938.109,3,2,4,3,3,1,0,0
1069,13900.407,3,2,2,3,4,1,0,0
1070,18393.447,2,2,1,3,3,1,1,0
1071,17477.102,1,1,3,3,2,1,1,0
1072,18584.367,4,2,1,3,2,5,0,0
1073,13577.597,3,2,2,3,3,1,0,0
1074,13526.648,2,2,2,3,4,1,1,0
1075,23422.711,3,3,4,5,2,2,0,0
1076,14537.318,3,3,2,2,3,2,0,1
1077,20524.117,1,3,1,2,4,2,1,1
1078,15321.62,2,1,1,3,4,1,1,0
1079,20887.959,2,1,2,3,3,3,1,0
1080,9870.8711,3,2,2,5,2,1,0,0
1081,14146.183,2,2,1,3,3,1,1,0
1082,16899.523,3,1,1,2,4,1,0,1
1083,15644.491,3,2,2,4,4,1,0,0
1084,13289.896,3,1,2,3,4,1,0,0
1085,16389.93,3,3,2,3,2,1,0,0
1086,23137.725,3,2,2,3,2,1,0,0
1087,16389.93,2,1,1,3,2,1,1,0
1088,16976.58,3,1,1,3,3,2,0,0
1089,18615.475,2,2,3,3,2,1,1,0
1090,10965.495,3,3,1,3,4,1,0,0
1091,16524.17,1,1,2,4,3,1,1,0
1092,15321.62,3,3,2,3,4,1,0,0
1093,21087.953,3,2,2,2,4,3,0,1
1094,13992.727,2,3,2,2,3,1,1,1
1095,13294.827,2,1,1,3,3,1,1,0
1096,14681.59,3,2,2,2,3,2,0,1
1097,27871.445,3,1,2,3,2,3,0,0
1098,25652.383,2,1,2,3,3,1,1,0
1099,23714.998,3,1,1,3,3,5,0,0
1100,26476.84,3,1,1,3,3,3,0,0
1101,13207.111,2,1,2,3,4,1,1,0
1102,21938.109,4,2,1,3,3,1,0,0
1103,15297.014,2,1,3,1,3,1,1,1
1104,18215.834,2,2,1,1,4,1,1,1
1105,30998.709,3,2,1,1,3,1,0,1
1106,24347.811,3,3,2,3,3,1,0,0
1107,18833.018,4,3,3,3,4,4,0,0
1108,13613.604,3,1,3,2,3,1,0,1
1109,20481.783,3,2,2,3,4,1,0,0
1110,23922.635,3,2,3,3,4,1,0,0
1111,16562.852,4,2,1,2,4,1,0,1
1112,19186.848,4,2,1,3,3,2,0,0
1113,15280.206,2,2,3,2,2,1,1,1
1114,17704.762,2,1,1,3,2,1,1,0
1115,16562.852,2,2,1,3,4,1,1,0
1116,10305.562,1,1,2,3,4,1,1,0
1117,12354.086,3,3,2,3,4,4,0,0
1118,26883.531,3,2,2,2,4,1,0,1
1119,20050.471,2,1,1,3,2,1,1,0
1120,16524.17,3,1,1,3,3,1,0,0
1121,13431.195,5,3,3,3,4,1,0,0
1122,17215.234,3,1,2,3,2,1,0,0
1123,15700.013,3,2,2,3,3,1,0,0
1124,20850.799,3,2,4,3,4,1,0,0
1125,22794.1,2,1,1,3,2,1,1,0
1126,6065.2026,3,3,1,2,4,5,0,1
1127,13186.499,3,2,2,3,4,2,0,0
1128,32347.727,3,2,1,3,3,1,0,0
1129,18597.457,2,2,2,3,3,1,1,0
1130,11497.557,3,2,1,3,3,1,0,0
1131,44011.078,5,3,1,3,3,2,0,0
1132,15700.013,3,1,1,3,3,1,0,0
1133,14140.936,3,2,2,3,4,1,0,0
1134,8569.6221,3,1,2,3,4,1,0,0
1135,21304.402,2,3,1,1,4,1,1,1
1136,40459.832,4,3,1,2,2,3,0,1
1137,10305.562,3,2,1,2,4,1,0,1
1138,25090.563,3,2,2,3,3,4,0,0
1139,10747.429,3,2,1,3,4,3,0,0
1140,15051.257,1,1,2,5,2,1,1,0
1141,15297.014,2,2,2,3,3,1,1,0
1142,13577.597,2,2,1,3,3,1,1,0
1143,14305.094,4,2,2,3,3,1,0,0
1144,10398.351,2,1,1,3,4,1,1,0
1145,12641.871,3,2,1,3,4,1,0,0
1146,26883.531,4,3,2,2,4,1,0,1
1147,13471.476,2,2,1,2,3,1,1,1
1148,19240.246,1,1,1,3,2,1,1,0
1149,19208.336,2,1,1,3,3,1,1,0
1150,13289.896,3,2,3,2,4,1,0,1
1151,4282.3838,3,2,1,2,4,5,0,1
1152,38604,3,2,3,3,1,3,0,0
1153,29526.826,3,3,2,3,4,4,0,0
1154,29364.816,3,1,1,5,2,3,0,0
1155,9019.4756,1,1,1,3,4,1,1,0
1156,23676.072,3,1,2,3,2,1,0,0
1157,16183.575,2,2,2,2,2,1,1,1
1158,14861.757,3,2,3,3,2,1,0,0
1159,28231.113,2,1,4,3,3,1,1,0
1160,18432.143,3,1,1,3,3,1,0,0
1161,36673.391,4,3,1,3,3,1,0,0
1162,13289.896,3,3,2,2,4,1,0,1
1163,13090.769,3,3,1,2,4,1,0,1
1164,15923.669,2,1,2,3,2,1,1,0
1165,31436.801,3,2,2,3,2,1,0,0
1166,13063.843,4,2,2,3,4,1,0,0
1167,22652.744,4,1,3,1,3,3,0,1
1168,11248.127,3,2,2,3,4,1,0,0
1169,12868.103,3,2,2,3,4,1,0,0
1170,17697.471,5,2,1,1,4,1,0,1
1171,8930.8447,3,2,1,3,4,1,0,0
1172,18217.781,2,1,4,3,3,1,1,0
1173,24377.459,1,1,1,3,2,1,1,0
1174,27052.039,3,2,3,3,2,1,0,0
1175,16488.877,3,1,4,2,3,1,0,1
1176,20051.252,3,1,2,3,2,1,0,0
1177,16899.523,3,2,1,3,4,1,0,0
1178,53669.449,3,2,1,3,1,2,0,0
1179,30547.111,4,2,1,3,4,1,0,0
1180,20891.762,2,1,2,3,3,1,1,0
1181,34884.406,2,1,1,2,1,1,1,1
1182,16899.182,3,3,1,3,4,2,0,0
1183,13063.843,4,2,2,3,4,1,0,0
1184,19152.551,3,2,1,3,4,1,0,0
1185,24223.471,3,2,4,5,3,3,0,0
1186,10965.495,2,1,1,2,4,1,1,1
1187,15209.604,1,1,1,3,2,1,1,0
1188,15116.407,3,1,4,3,4,1,0,0
1189,21359.971,2,2,2,3,4,3,1,0
1190,16733.457,3,2,1,3,4,1,0,0
1191,18596.275,3,2,2,4,2,1,0,0
1192,15652.67,3,3,2,2,4,4,0,1
1193,15848.012,2,3,3,3,3,2,1,0
1194,23153.553,2,1,2,3,1,1,1,0
1195,26324.525,3,2,1,2,2,1,0,1
1196,23130.068,2,1,2,2,2,1,1,1
1197,29378.852,2,1,1,2,4,1,1,1
1198,34487.203,1,1,1,2,4,4,1,1
1199,14140.936,1,1,2,3,4,1,1,0
1200,13289.896,3,2,2,3,4,1,0,0
1201,19359.602,2,2,1,1,3,2,1,1
1202,30357.113,3,2,1,2,4,4,0,1
1203,22791.043,2,2,1,2,2,1,1,1
1204,10965.495,2,2,2,3,4,1,1,0
1205,12225.056,5,2,2,3,3,1,0,0
1206,17782.682,3,3,2,2,2,1,0,1
1207,13704.39,3,3,1,3,3,1,0,0
1208,15280.206,2,2,3,2,2,1,1,1
1209,13900.407,2,2,1,2,4,1,1,1
